Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Suzanne Robinson,paul79@example.net,Portrait,2024-06-03,2024-06,387.19,Canada,Cash,Email Campaign,Returning Customer,Thursday,18:30
Barry Henderson,stephanie91@example.org,Wedding,2024-06-21,2024-06,1733.83,United States,Apple Pay,Instagram,New Customer,Friday,11:00
Brian Smith,blopez@example.com,Real Estate,2024-09-23,2024-09,439.95,Canada,Apple Pay,Direct Visit,New Customer,Thursday,13:30
Derek Mcintosh,gomezjason@example.com,Wedding,2024-12-06,2024-12,2897.18,Canada,PayPal,Email Campaign,New Customer,Saturday,11:00
Amy Nelson,williamspatrick@example.com,Event,2024-10-08,2024-10,497.02,United States,Cash,Referral,New Customer,Friday,19:00
Christopher Hill,gstone@example.net,Event,2024-06-17,2024-06,1044.53,Canada,Cash,Instagram,New Customer,Friday,12:00
Brian Wilson,johnstonjohn@example.net,Wedding,2024-04-26,2024-04,2044.05,United States,PayPal,Facebook,New Customer,Friday,17:00
Manuel Baldwin,olong@example.net,Wedding,2024-05-14,2024-05,1817.86,United States,Apple Pay,Instagram,Returning Customer,Saturday,17:00
Kathleen Jackson,michaelroberts@example.net,Wedding,2025-02-03,2025-02,1903.75,Canada,Credit Card,Google Search,New Customer,Sunday,11:00
Cody Velez,sstevenson@example.org,Product,2024-07-22,2024-07,205.09,Canada,Apple Pay,Instagram,New Customer,Wednesday,12:00
Carol Cook,athomas@example.net,Portrait,2024-06-09,2024-06,238.96,Canada,Cash,Email Campaign,Returning Customer,Tuesday,10:00
Christopher Baker,jacksonkathleen@example.org,Portrait,2024-09-28,2024-09,343.77,Canada,Apple Pay,Google Search,New Customer,Monday,18:30
Lauren Freeman,thomaswilliams@example.org,Wedding,2024-11-11,2024-11,2194.66,United States,PayPal,Email Campaign,Returning Customer,Friday,11:00
Sara Fox MD,kimberlygarcia@example.net,Real Estate,2024-11-01,2024-11,180.52,Canada,Cash,Instagram,New Customer,Friday,13:30
Gregory Gardner DDS,michael05@example.com,Portrait,2024-08-08,2024-08,363.99,Canada,PayPal,Instagram,Occasional Buyer,Thursday,10:00
Patricia Vincent,rrodriguez@example.net,Event,2024-12-23,2024-12,1162.21,United States,PayPal,Facebook,Returning Customer,Sunday,12:00
William Chase,michaeljohnson@example.net,Stock Photo License,2024-12-30,2024-12,64.07,United States,Cash,Facebook,New Customer,Monday,15:00
Heather Garner,samanthagray@example.org,Wedding,2025-01-04,2025-01,1602.24,United States,Credit Card,Instagram,Business Client,Saturday,17:00
Meghan Nolan,harcher@example.org,Portrait,2025-03-27,2025-03,396.54,United States,Credit Card,Direct Visit,New Customer,Wednesday,18:30
Stacy Myers,rlandry@example.com,Portrait,2024-07-14,2024-07,221.66,Canada,Bank Transfer,Direct Visit,Business Client,Thursday,13:00
Mia Flowers,hamiltonspencer@example.com,Stock Photo License,2024-06-16,2024-06,43.68,Canada,Bank Transfer,Email Campaign,New Customer,Thursday,17:00
Kathryn Jennings,hbecker@example.com,Stock Photo License,2024-07-22,2024-07,27.85,United States,PayPal,Google Search,New Customer,Tuesday,17:00
Elizabeth Roberts,alexis03@example.com,Wedding,2024-11-22,2024-11,2098.92,Canada,Credit Card,Facebook,New Customer,Saturday,19:00
John Smith,donna00@example.com,Event,2025-02-04,2025-02,1110.11,United States,PayPal,Email Campaign,New Customer,Sunday,12:00
Rachel Shaw,stephaniereeves@example.org,Stock Photo License,2024-05-28,2024-05,44.85,Canada,Bank Transfer,Google Search,New Customer,Thursday,11:00
Kevin Miller,antoniofitzpatrick@example.org,Stock Photo License,2025-04-07,2025-04,49.31,Canada,Cash,Google Search,Returning Customer,Thursday,11:00
Jenny Rasmussen,orozcosamantha@example.net,Product,2025-01-30,2025-01,287.31,United States,Apple Pay,Referral,New Customer,Tuesday,12:00
Meghan Morris,feliciagonzalez@example.org,Real Estate,2024-07-30,2024-07,494.78,United States,PayPal,Google Search,Occasional Buyer,Thursday,09:30
Eric Evans,ygardner@example.com,Event,2024-09-07,2024-09,542.86,United States,Credit Card,Facebook,New Customer,Friday,12:00
Melissa Gordon,taylor67@example.com,Wedding,2024-05-13,2024-05,2568.31,Canada,PayPal,Google Search,New Customer,Friday,14:00
Thomas Johnson,idavis@example.net,Product,2025-03-25,2025-03,405.21,United States,Bank Transfer,Referral,New Customer,Wednesday,10:00
Lauren Watson,brian62@example.com,Portrait,2025-03-05,2025-03,345.96,Canada,Credit Card,Direct Visit,Business Client,Thursday,16:30
Phillip Holmes,millerjoseph@example.net,Portrait,2024-12-09,2024-12,169.45,Canada,Bank Transfer,Google Search,New Customer,Friday,13:00
Samantha Cunningham,michelle19@example.net,Portrait,2024-05-17,2024-05,186.87,Canada,Bank Transfer,Direct Visit,Business Client,Wednesday,10:00
Meredith Black,rtaylor@example.net,Stock Photo License,2024-10-11,2024-10,72.17,Canada,Apple Pay,Google Search,New Customer,Tuesday,17:00
Eric Hays,shaffercindy@example.org,Event,2025-02-13,2025-02,468.89,Canada,PayPal,Facebook,New Customer,Friday,19:00
Larry Martinez,wrightdale@example.org,Wedding,2024-05-19,2024-05,2519.44,Canada,Credit Card,Facebook,Business Client,Sunday,17:00
Anthony Martinez,lwebb@example.org,Portrait,2025-02-06,2025-02,366.94,Canada,Cash,Facebook,New Customer,Thursday,18:30
Samantha Maldonado,reynoldsdaisy@example.org,Portrait,2025-02-10,2025-02,280.79,United States,Cash,Referral,New Customer,Wednesday,10:00
Cynthia Hunt,thomasroberts@example.net,Portrait,2024-05-29,2024-05,190.66,Canada,Cash,Email Campaign,New Customer,Thursday,18:30
Holly Hill,gwolfe@example.com,Event,2024-05-14,2024-05,1132.62,United States,Credit Card,Email Campaign,New Customer,Thursday,12:00
Alfred Bryant,tsmith@example.org,Product,2024-09-07,2024-09,262.21,United States,Cash,Direct Visit,Returning Customer,Friday,14:00
Lisa Williams,sydney77@example.com,Wedding,2024-11-30,2024-11,1934.86,Canada,Apple Pay,Referral,New Customer,Saturday,14:00
Jonathan Callahan,michaelmccarthy@example.com,Product,2024-04-11,2024-04,770.33,Canada,Cash,Google Search,Occasional Buyer,Wednesday,12:00
Christian Rios,stephen24@example.net,Real Estate,2024-10-12,2024-10,353.78,Canada,Bank Transfer,Referral,Returning Customer,Wednesday,13:30
Thomas Brewer,mestes@example.net,Wedding,2024-07-27,2024-07,2863.59,United States,Bank Transfer,Direct Visit,Business Client,Saturday,11:00
Katie Hopkins,david59@example.net,Portrait,2024-06-13,2024-06,233.77,United States,Apple Pay,Referral,New Customer,Friday,18:30
Jennifer Williams,jesseortega@example.com,Event,2024-08-13,2024-08,1045.69,Canada,PayPal,Referral,Occasional Buyer,Sunday,12:00
Peter Zavala,danielgilmore@example.net,Portrait,2025-03-15,2025-03,259.35,United States,Apple Pay,Referral,Business Client,Monday,13:00
Jennifer Brown,danny17@example.com,Event,2025-02-28,2025-02,534.21,United States,Credit Card,Google Search,New Customer,Friday,15:00
Tammy Morris,ogray@example.net,Wedding,2024-11-15,2024-11,2655.05,Canada,Credit Card,Email Campaign,Business Client,Saturday,11:00
John Shelton,jamesmartin@example.net,Stock Photo License,2024-10-28,2024-10,56.72,United States,PayPal,Facebook,New Customer,Wednesday,11:00
Kevin Soto,harrislisa@example.org,Real Estate,2025-01-28,2025-01,463.16,United States,Bank Transfer,Google Search,Occasional Buyer,Thursday,11:00
Joshua Jones,faithrosario@example.net,Event,2024-08-17,2024-08,874.55,Canada,Apple Pay,Google Search,New Customer,Thursday,12:00
Ronnie Hudson MD,michael82@example.org,Wedding,2024-11-29,2024-11,2841.91,Canada,PayPal,Referral,New Customer,Saturday,19:00
Shelly Carroll,kimberlyevans@example.org,Real Estate,2024-09-15,2024-09,306.87,United States,PayPal,Email Campaign,New Customer,Thursday,13:30
Joshua Johnson,sandra46@example.net,Product,2024-10-07,2024-10,580.13,United States,Bank Transfer,Google Search,Occasional Buyer,Thursday,10:00
Brooke Roberts,melissafrederick@example.net,Event,2024-08-16,2024-08,868.09,Canada,Bank Transfer,Referral,Occasional Buyer,Thursday,12:00
Kimberly Snow,qgiles@example.net,Portrait,2024-07-31,2024-07,151.25,United States,PayPal,Direct Visit,New Customer,Friday,16:30
Dean Cook,tayloramy@example.net,Wedding,2024-04-18,2024-04,2267.62,United States,PayPal,Google Search,New Customer,Saturday,17:00
Susan Brown,kjones@example.net,Wedding,2024-08-06,2024-08,2591.62,Canada,Cash,Instagram,Occasional Buyer,Sunday,17:00
Amanda Zavala,ngeorge@example.org,Wedding,2024-12-21,2024-12,2327.25,Canada,Apple Pay,Referral,Occasional Buyer,Saturday,19:00
Carl Cummings,johnsonwilliam@example.net,Wedding,2025-02-26,2025-02,1796.81,Canada,Credit Card,Direct Visit,Business Client,Friday,17:00
Richard Walter,andrewbrown@example.org,Portrait,2024-08-14,2024-08,191.41,Canada,Cash,Referral,Returning Customer,Tuesday,18:30
Melanie Rojas,xwilliams@example.com,Wedding,2024-10-20,2024-10,1978.12,Canada,PayPal,Direct Visit,New Customer,Saturday,19:00
Jeffery Taylor,nwilson@example.com,Product,2024-12-18,2024-12,691.61,United States,Apple Pay,Facebook,Returning Customer,Thursday,10:00
Thomas Allen,chapmanjeremy@example.net,Wedding,2024-08-14,2024-08,2740.03,Canada,Credit Card,Google Search,New Customer,Saturday,17:00
Kimberly Williams,marksjohn@example.org,Wedding,2025-01-08,2025-01,2686.34,United States,Bank Transfer,Facebook,New Customer,Saturday,11:00
Christopher Williams,carrie34@example.org,Wedding,2024-05-06,2024-05,1514.45,United States,Cash,Direct Visit,Business Client,Saturday,17:00
Bryan Jones,shawna37@example.net,Product,2024-11-15,2024-11,536.98,United States,Apple Pay,Instagram,New Customer,Thursday,12:00
Thomas Robinson,shelly84@example.net,Wedding,2025-01-02,2025-01,2411.86,Canada,Cash,Facebook,Business Client,Friday,11:00
Emma Weaver,brownrachel@example.net,Wedding,2024-07-06,2024-07,1574.49,Canada,Cash,Google Search,New Customer,Saturday,11:00
Mr. Thomas Skinner,kevintran@example.org,Wedding,2025-03-21,2025-03,1990.31,Canada,Credit Card,Email Campaign,Business Client,Saturday,11:00
Brenda Spence,dsantos@example.org,Portrait,2024-08-22,2024-08,151.16,United States,Cash,Google Search,Business Client,Thursday,16:30
Debra Chapman,margaret10@example.com,Product,2024-04-15,2024-04,223.47,Canada,Credit Card,Referral,Business Client,Monday,10:00
Albert Reyes,nwilliams@example.com,Wedding,2025-02-14,2025-02,2630.54,Canada,Apple Pay,Google Search,New Customer,Saturday,17:00
Anthony Torres,sharon95@example.com,Event,2024-06-14,2024-06,709.12,United States,Credit Card,Instagram,New Customer,Thursday,15:00
Nicole Peterson,yglenn@example.net,Wedding,2025-01-29,2025-01,1657.7,United States,PayPal,Google Search,New Customer,Saturday,19:00
Renee Tran,michele87@example.com,Product,2025-03-13,2025-03,421.33,United States,Bank Transfer,Google Search,New Customer,Friday,10:00
Kelly Martin,pmcdonald@example.org,Product,2024-11-03,2024-11,245.03,Canada,Bank Transfer,Email Campaign,New Customer,Wednesday,14:00
Michael Hill,kelseyphillips@example.net,Wedding,2025-03-06,2025-03,2191.04,Canada,Cash,Email Campaign,New Customer,Saturday,14:00
Heidi Hopkins,martinezashley@example.com,Portrait,2024-08-30,2024-08,294.47,Canada,Cash,Instagram,New Customer,Thursday,16:30
Jill Smith,owenstammy@example.com,Real Estate,2025-02-07,2025-02,455.69,United States,PayPal,Email Campaign,New Customer,Wednesday,13:30
Jennifer Riley,hillcheryl@example.com,Stock Photo License,2024-11-27,2024-11,28.01,United States,Cash,Referral,New Customer,Monday,17:00
David Buchanan,misty23@example.net,Wedding,2025-03-22,2025-03,1812.99,Canada,Cash,Email Campaign,New Customer,Saturday,17:00
Mary Hall,lopezwilliam@example.com,Portrait,2024-06-10,2024-06,378.53,Canada,Cash,Direct Visit,Returning Customer,Tuesday,16:30
Mitchell Brown,theresa05@example.net,Real Estate,2024-11-06,2024-11,193.98,United States,Bank Transfer,Direct Visit,Returning Customer,Wednesday,11:00
Hannah Jones,ewilson@example.org,Wedding,2024-12-26,2024-12,2814.29,United States,Cash,Instagram,New Customer,Friday,14:00
Sandra Becker,maynancy@example.org,Portrait,2024-06-21,2024-06,282.72,United States,Apple Pay,Google Search,New Customer,Wednesday,16:30
Heather Hester,thomas49@example.org,Wedding,2024-04-17,2024-04,2095.39,United States,Cash,Facebook,New Customer,Saturday,17:00
Timothy Buck,rodriguezjason@example.com,Wedding,2024-06-05,2024-06,2073.78,Canada,PayPal,Referral,New Customer,Sunday,14:00
Katie Perkins,shelby69@example.org,Wedding,2024-10-11,2024-10,2411.17,United States,PayPal,Google Search,New Customer,Saturday,11:00
Phillip Banks,benjaminvictoria@example.net,Wedding,2024-12-04,2024-12,1553.53,United States,Bank Transfer,Instagram,Business Client,Saturday,11:00
Kimberly Barnes,abbottallison@example.org,Event,2024-10-09,2024-10,664.1,United States,Bank Transfer,Referral,New Customer,Sunday,12:00
Kelly Stewart,marycarter@example.org,Real Estate,2024-11-16,2024-11,273.82,Canada,Credit Card,Google Search,New Customer,Wednesday,13:30
Vanessa Hall,kaitlin13@example.com,Product,2024-08-06,2024-08,573.27,United States,PayPal,Facebook,Returning Customer,Wednesday,14:00
Heidi Bell,melendezdenise@example.net,Wedding,2025-01-01,2025-01,1998.23,Canada,Cash,Facebook,New Customer,Saturday,11:00
Crystal Carey,sarasanchez@example.com,Stock Photo License,2024-07-01,2024-07,69.06,United States,Apple Pay,Facebook,Occasional Buyer,Tuesday,17:00
Lisa Flynn,lee16@example.com,Portrait,2024-12-10,2024-12,272.08,United States,Credit Card,Google Search,Returning Customer,Tuesday,18:30
Johnny Keith,rachelwalter@example.org,Stock Photo License,2024-10-09,2024-10,66.77,United States,PayPal,Google Search,New Customer,Friday,17:00
Ralph Dawson,inewton@example.org,Real Estate,2024-06-08,2024-06,267.84,Canada,Apple Pay,Facebook,Returning Customer,Thursday,13:30
Christopher Jones,wstrong@example.org,Wedding,2025-02-07,2025-02,2188.13,Canada,Apple Pay,Email Campaign,Business Client,Friday,17:00
Michelle Wilson,brittany91@example.net,Product,2024-09-02,2024-09,557.45,United States,PayPal,Referral,Business Client,Monday,12:00
Heather Cole,vmccoy@example.com,Event,2024-04-24,2024-04,427.47,United States,Apple Pay,Email Campaign,Returning Customer,Sunday,12:00
Chad White,hernandezalan@example.net,Portrait,2024-07-22,2024-07,201.58,Canada,Credit Card,Facebook,Business Client,Monday,13:00
Jamie Gonzales,shirley13@example.com,Event,2024-08-21,2024-08,1109.3,United States,Bank Transfer,Email Campaign,New Customer,Sunday,19:00
Joseph Fox,ymitchell@example.com,Wedding,2024-10-05,2024-10,2383.72,Canada,PayPal,Google Search,Returning Customer,Sunday,17:00
Amanda Landry,russellramirez@example.net,Event,2025-01-10,2025-01,1050.75,Canada,Apple Pay,Facebook,New Customer,Thursday,15:00
Christopher Roberts,kgonzales@example.com,Stock Photo License,2024-08-01,2024-08,49.95,United States,Apple Pay,Facebook,Returning Customer,Tuesday,15:00
Larry Rodriguez,elizabeththomas@example.org,Event,2025-03-17,2025-03,573.28,Canada,Credit Card,Referral,New Customer,Saturday,12:00
Caroline George,moyeramber@example.org,Wedding,2024-10-27,2024-10,2389.61,United States,Cash,Facebook,Returning Customer,Saturday,17:00
Allison Harris,hdennis@example.org,Wedding,2024-04-10,2024-04,1877.15,United States,Credit Card,Email Campaign,New Customer,Saturday,17:00
Brian Mccarthy,wallaceryan@example.com,Stock Photo License,2025-02-06,2025-02,34.84,Canada,PayPal,Google Search,New Customer,Friday,11:00
Donald Barnett,linda31@example.com,Portrait,2024-05-09,2024-05,352.93,Canada,Credit Card,Facebook,Occasional Buyer,Thursday,18:30
Jesse Moss,mannleroy@example.org,Portrait,2024-06-04,2024-06,193.33,United States,PayPal,Facebook,New Customer,Thursday,16:30
Rebecca Stewart,averycourtney@example.org,Portrait,2024-09-13,2024-09,225.27,Canada,Apple Pay,Instagram,New Customer,Monday,16:30
Tony Nunez,theodore72@example.net,Product,2024-05-28,2024-05,462.14,Canada,Bank Transfer,Direct Visit,Occasional Buyer,Tuesday,14:00
Mark Davis,aaronjones@example.net,Event,2024-10-06,2024-10,721.54,Canada,Cash,Referral,New Customer,Sunday,15:00
Amanda Watts,pwelch@example.net,Portrait,2024-11-17,2024-11,389.37,United States,Apple Pay,Facebook,Business Client,Thursday,10:00
Tiffany Humphrey,nancycontreras@example.com,Portrait,2024-08-13,2024-08,243.28,United States,Cash,Instagram,New Customer,Friday,16:30
Howard Castillo,robinsonsydney@example.com,Wedding,2025-01-24,2025-01,2711.22,United States,Credit Card,Google Search,New Customer,Friday,19:00
David Coleman,stevenflores@example.org,Stock Photo License,2024-09-08,2024-09,30.35,Canada,Apple Pay,Referral,Returning Customer,Friday,11:00
Carl Khan,rburke@example.org,Product,2024-08-13,2024-08,272.87,United States,PayPal,Direct Visit,New Customer,Friday,14:00
Daniel Rosales,xbrown@example.com,Event,2024-04-18,2024-04,745.77,United States,Bank Transfer,Email Campaign,New Customer,Friday,19:00
James Ramos,dgreen@example.com,Stock Photo License,2024-07-12,2024-07,25.32,United States,Credit Card,Google Search,New Customer,Thursday,17:00
Mark Williams,kortiz@example.org,Event,2024-10-02,2024-10,408.93,United States,Credit Card,Referral,New Customer,Thursday,12:00
Ashley Donaldson,david80@example.net,Portrait,2024-10-21,2024-10,247.68,Canada,Cash,Instagram,Business Client,Monday,16:30
Richard Cook,katie81@example.net,Real Estate,2024-04-15,2024-04,373.36,Canada,Apple Pay,Google Search,New Customer,Friday,13:30
Joseph Galloway,oheath@example.com,Event,2024-04-26,2024-04,466.33,United States,Cash,Referral,New Customer,Friday,12:00
Erin Lewis,shelbyjohnson@example.org,Event,2025-01-26,2025-01,1163.18,Canada,Cash,Referral,Returning Customer,Sunday,15:00
Kathryn Moody,moorekevin@example.org,Wedding,2025-01-09,2025-01,2125.34,Canada,Cash,Google Search,Returning Customer,Saturday,11:00
Amanda Brady,irios@example.net,Wedding,2024-11-25,2024-11,1954.14,United States,Bank Transfer,Instagram,New Customer,Saturday,19:00
Angela Wagner,vsmith@example.net,Event,2025-02-22,2025-02,549.21,United States,Bank Transfer,Email Campaign,Returning Customer,Friday,15:00
Noah Sparks,marievillarreal@example.com,Portrait,2024-11-15,2024-11,193.62,Canada,Cash,Email Campaign,Business Client,Tuesday,16:30
Elizabeth Stevens,bakerdiana@example.com,Wedding,2024-09-10,2024-09,2677.44,United States,Cash,Referral,Occasional Buyer,Saturday,19:00
Daniel Russell,timothy88@example.org,Event,2024-08-23,2024-08,462.34,Canada,Apple Pay,Direct Visit,New Customer,Saturday,12:00
Monica Bean PhD,chavezbecky@example.org,Event,2024-08-25,2024-08,663.4,United States,PayPal,Google Search,Returning Customer,Thursday,12:00
