Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Matthew Martin,qmiller@example.net,Wedding,2024-10-26,2024-10,Tampa,Florida,United States,2244.49,PayPal,Referral,New Customer,Sunday,11:00
Kimberly Jones,wanda35@example.net,Wedding,2024-09-10,2024-09,Houston,Texas,United States,2000.29,Apple Pay,Instagram,Returning Customer,Saturday,11:00
Lisa Barnes,lesliefrench@example.com,Wedding,2024-12-04,2024-12,Seattle,Washington,United States,3117.17,Bank Transfer,Referral,New Customer,Friday,17:00
Angela Martinez,suttonrichard@example.com,Portrait,2024-04-17,2024-04,Springfield,Illinois,United States,260.98,PayPal,Instagram,New Customer,Friday,18:30
Gavin Nelson,joshuagarcia@example.org,Real Estate,2024-11-28,2024-11,San Diego,California,United States,368.12,Credit Card,Referral,Returning Customer,Monday,13:30
Timothy Thompson,brianna71@example.net,Wedding,2024-08-24,2024-08,Winnipeg,Manitoba,Canada,2161.22,Apple Pay,Direct Visit,New Customer,Sunday,14:00
Diane Nelson,mosleygeorge@example.com,Stock Photo License,2024-08-13,2024-08,Boston,Massachusetts,United States,32.22,Bank Transfer,Direct Visit,New Customer,Monday,17:00
Megan Kramer,iwoods@example.com,Event,2024-06-13,2024-06,Albany,New York,United States,463.07,Bank Transfer,Email Campaign,Business Client,Sunday,15:00
Brittney Martinez,rbradley@example.org,Event,2024-04-11,2024-04,St. Louis,Missouri,United States,344.49,Cash,Referral,New Customer,Sunday,12:00
Jacqueline Waters,lmann@example.com,Product,2025-03-10,2025-03,Little Rock,Arkansas,United States,578.6,Bank Transfer,Google Search,Returning Customer,Wednesday,12:00
Kathryn Hill,tmeyer@example.org,Event,2025-04-03,2025-04,Fredericton,New Brunswick,Canada,858.18,Credit Card,Direct Visit,New Customer,Friday,12:00
Theresa Russell,megan11@example.net,Real Estate,2024-07-28,2024-07,Cambridge,Massachusetts,United States,580.31,Apple Pay,Facebook,Occasional Buyer,Monday,09:30
Kenneth Miller,angela70@example.com,Event,2024-07-04,2024-07,Cambridge,Massachusetts,United States,1108.85,Cash,Direct Visit,Returning Customer,Thursday,19:00
Breanna Jimenez,sullivanchristina@example.net,Event,2024-12-11,2024-12,St. Louis,Missouri,United States,513.53,Cash,Email Campaign,Returning Customer,Sunday,15:00
Joseph Reed,lawsontami@example.net,Portrait,2024-04-10,2024-04,Winnipeg,Manitoba,Canada,216.22,PayPal,Direct Visit,Occasional Buyer,Tuesday,10:00
Stephanie Thompson,mary85@example.org,Product,2025-03-14,2025-03,San Diego,California,United States,888.0,Credit Card,Direct Visit,Business Client,Thursday,12:00
James Wilson,marierosales@example.org,Event,2024-09-09,2024-09,Seattle,Washington,United States,404.3,Apple Pay,Google Search,Returning Customer,Thursday,19:00
Mr. Aaron Welch,trobinson@example.net,Wedding,2024-07-23,2024-07,Chicago,Illinois,United States,1799.54,Cash,Referral,New Customer,Friday,14:00
Taylor Stafford,abrown@example.net,Event,2024-10-13,2024-10,Springfield,Illinois,United States,608.62,PayPal,Email Campaign,New Customer,Sunday,12:00
Brian Bailey,richardsmith@example.com,Wedding,2024-09-23,2024-09,Boston,Massachusetts,United States,2618.68,PayPal,Google Search,New Customer,Saturday,14:00
Jose Hernandez,gentryadam@example.net,Portrait,2024-10-05,2024-10,Seattle,Washington,United States,465.59,Bank Transfer,Referral,Business Client,Wednesday,16:30
James Diaz,amandaadams@example.com,Product,2024-07-08,2024-07,Toronto,Ontario,Canada,884.69,Credit Card,Facebook,New Customer,Monday,12:00
Charles Burgess,howardmonica@example.org,Event,2024-12-04,2024-12,Little Rock,Arkansas,United States,696.08,Cash,Referral,New Customer,Sunday,15:00
Casey Fisher,rachel23@example.com,Event,2024-05-18,2024-05,Orlando,Florida,United States,818.6,PayPal,Google Search,New Customer,Thursday,15:00
Mrs. Katherine Simpson,markduran@example.com,Wedding,2025-03-25,2025-03,Idaho Falls,Idaho,United States,1751.82,Credit Card,Instagram,Occasional Buyer,Friday,19:00
Sarah Price,rosariolaura@example.org,Product,2024-10-08,2024-10,San Francisco,California,United States,277.32,Cash,Referral,New Customer,Tuesday,10:00
Pamela Young,russell90@example.com,Wedding,2024-06-03,2024-06,Calgary,Alberta,Canada,2296.35,Bank Transfer,Google Search,Returning Customer,Saturday,19:00
Bradley Patterson,jessicalopez@example.com,Event,2024-09-30,2024-09,Los Angeles,California,United States,999.76,PayPal,Email Campaign,New Customer,Friday,12:00
Wendy Wright,tgonzalez@example.org,Wedding,2025-01-13,2025-01,San Diego,California,United States,2084.54,Bank Transfer,Direct Visit,New Customer,Saturday,19:00
Catherine Riddle,jeromeanderson@example.org,Event,2024-12-20,2024-12,Miami,Florida,United States,1041.94,Credit Card,Direct Visit,Business Client,Sunday,12:00
Charles Smith,christopherwilliams@example.com,Portrait,2024-07-17,2024-07,Dallas,Texas,United States,353.68,Bank Transfer,Facebook,Business Client,Thursday,16:30
Veronica Walker,gmendoza@example.com,Wedding,2024-10-17,2024-10,Halifax,Nova Scotia,Canada,1639.43,Bank Transfer,Facebook,New Customer,Saturday,17:00
Derrick Ramirez,jennifer35@example.org,Event,2024-11-29,2024-11,Boise,Idaho,United States,347.39,Bank Transfer,Direct Visit,New Customer,Sunday,15:00
Matthew Morris,thomas91@example.com,Real Estate,2024-06-13,2024-06,Fredericton,New Brunswick,Canada,254.21,PayPal,Direct Visit,Business Client,Thursday,09:30
Heidi Torres,caldwellfelicia@example.org,Event,2024-06-14,2024-06,Buffalo,New York,United States,416.52,Credit Card,Instagram,Occasional Buyer,Sunday,15:00
Heather Maxwell,john43@example.net,Portrait,2024-08-07,2024-08,Boston,Massachusetts,United States,306.91,Bank Transfer,Referral,Business Client,Thursday,10:00
Bianca Newton,williamstanya@example.net,Wedding,2024-08-26,2024-08,Cambridge,Massachusetts,United States,2154.13,Bank Transfer,Direct Visit,New Customer,Friday,11:00
Jeremy Garcia,kevin73@example.net,Wedding,2025-02-01,2025-02,Tampa,Florida,United States,2161.83,Cash,Referral,Business Client,Saturday,11:00
Corey Pierce,patricia85@example.com,Portrait,2024-12-27,2024-12,San Francisco,California,United States,351.62,PayPal,Facebook,New Customer,Wednesday,13:00
Susan Jones,gmills@example.org,Portrait,2024-09-19,2024-09,Little Rock,Arkansas,United States,248.02,Bank Transfer,Email Campaign,Business Client,Monday,18:30
Walter Roberts,bauerheather@example.net,Event,2024-06-08,2024-06,Kansas City,Missouri,United States,499.28,Apple Pay,Email Campaign,New Customer,Sunday,12:00
Joseph Palmer Jr.,ychristensen@example.net,Portrait,2025-01-31,2025-01,Idaho Falls,Idaho,United States,285.51,Apple Pay,Instagram,New Customer,Wednesday,18:30
Devon White,ashleyvargas@example.org,Wedding,2025-01-18,2025-01,Albany,New York,United States,3385.99,Bank Transfer,Email Campaign,Returning Customer,Friday,19:00
Joy Zimmerman,kevin34@example.net,Portrait,2025-02-23,2025-02,Boise,Idaho,United States,227.1,Cash,Referral,Business Client,Tuesday,13:00
Danny Ferguson,benjamin24@example.org,Product,2024-07-15,2024-07,Chicago,Illinois,United States,683.43,PayPal,Instagram,New Customer,Monday,14:00
Maria Wright,amandasmith@example.com,Wedding,2024-07-15,2024-07,Seattle,Washington,United States,3330.55,PayPal,Email Campaign,New Customer,Saturday,19:00
Erika Potts,jennifer69@example.com,Wedding,2024-11-25,2024-11,Cambridge,Massachusetts,United States,2134.87,Bank Transfer,Instagram,Business Client,Saturday,14:00
Robert Holloway,jessicaramirez@example.com,Portrait,2024-08-04,2024-08,Fredericton,New Brunswick,Canada,310.14,PayPal,Referral,New Customer,Tuesday,16:30
Veronica Osborne,sharphailey@example.net,Event,2025-03-29,2025-03,Houston,Texas,United States,1080.72,PayPal,Instagram,Returning Customer,Friday,12:00
Lindsey Harris,rwalker@example.org,Event,2024-07-11,2024-07,Buffalo,New York,United States,360.14,PayPal,Instagram,Business Client,Sunday,19:00
Nicole Moore,jessicahamilton@example.org,Wedding,2024-11-06,2024-11,Springfield,Illinois,United States,2942.29,Apple Pay,Direct Visit,Returning Customer,Saturday,11:00
Christopher Lopez,jacobhenry@example.net,Portrait,2025-03-04,2025-03,Ottawa,Ontario,Canada,276.32,Bank Transfer,Email Campaign,New Customer,Monday,16:30
Eric Mcclure,mmcdaniel@example.org,Portrait,2024-06-13,2024-06,Ottawa,Ontario,Canada,350.52,PayPal,Direct Visit,Occasional Buyer,Friday,10:00
Jesse Brewer,hgarcia@example.org,Real Estate,2024-05-30,2024-05,San Diego,California,United States,593.16,PayPal,Instagram,Business Client,Tuesday,09:30
Lindsey Gray,rodriguezalexander@example.net,Portrait,2024-12-29,2024-12,Houston,Texas,United States,266.86,Credit Card,Referral,Business Client,Tuesday,13:00
Randy Adams,sparksalbert@example.org,Portrait,2025-03-16,2025-03,San Francisco,California,United States,269.62,Cash,Google Search,New Customer,Thursday,10:00
Sarah Miller,timothyhart@example.com,Real Estate,2024-10-23,2024-10,Orlando,Florida,United States,267.53,Apple Pay,Direct Visit,Business Client,Wednesday,09:30
John Sanchez,courtney10@example.org,Event,2025-01-31,2025-01,Chicago,Illinois,United States,333.83,Bank Transfer,Email Campaign,New Customer,Sunday,19:00
Jorge Copeland,aaronwalker@example.org,Event,2024-05-15,2024-05,Calgary,Alberta,Canada,1081.69,Apple Pay,Instagram,New Customer,Sunday,15:00
Matthew Perez,tmcdaniel@example.org,Real Estate,2024-09-11,2024-09,St. Louis,Missouri,United States,267.62,Credit Card,Instagram,Business Client,Tuesday,09:30
Courtney Huber MD,gilbertdavid@example.org,Event,2024-10-05,2024-10,Idaho Falls,Idaho,United States,862.3,Cash,Email Campaign,New Customer,Sunday,15:00
Cassandra Moreno,erinhernandez@example.net,Event,2025-03-01,2025-03,Springfield,Illinois,United States,881.12,Apple Pay,Instagram,Occasional Buyer,Friday,12:00
Donna Hutchinson,sabrina54@example.net,Event,2024-12-15,2024-12,Little Rock,Arkansas,United States,896.56,Credit Card,Facebook,Returning Customer,Saturday,19:00
Shannon Spence,lukemyers@example.net,Event,2025-01-25,2025-01,Boston,Massachusetts,United States,1029.84,Credit Card,Facebook,Returning Customer,Saturday,15:00
Robin Wilson,rmoyer@example.org,Real Estate,2025-01-24,2025-01,Vancouver,British Columbia,Canada,585.05,PayPal,Instagram,New Customer,Thursday,11:00
Catherine Cruz MD,aolson@example.net,Product,2024-05-11,2024-05,Little Rock,Arkansas,United States,221.73,Apple Pay,Direct Visit,Business Client,Monday,10:00
Robert Valdez,patrickdunn@example.net,Event,2025-01-23,2025-01,Fredericton,New Brunswick,Canada,951.33,Bank Transfer,Direct Visit,Occasional Buyer,Saturday,19:00
Samantha Cruz,xrose@example.net,Event,2024-10-20,2024-10,Los Angeles,California,United States,557.05,PayPal,Instagram,Occasional Buyer,Sunday,15:00
Brandon Ward,victoriasmith@example.net,Product,2025-01-29,2025-01,Halifax,Nova Scotia,Canada,323.09,Cash,Email Campaign,New Customer,Tuesday,12:00
Brian Pruitt,melinda24@example.com,Real Estate,2024-09-28,2024-09,Seattle,Washington,United States,584.62,PayPal,Instagram,New Customer,Friday,09:30
Valerie Durham,jasonwalker@example.net,Portrait,2024-05-30,2024-05,Seattle,Washington,United States,343.99,Cash,Direct Visit,New Customer,Wednesday,10:00
Michele Bennett,hortonroger@example.org,Event,2024-05-28,2024-05,Tampa,Florida,United States,817.98,Bank Transfer,Referral,Business Client,Saturday,15:00
Angela Monroe,anthonydiaz@example.org,Portrait,2024-12-20,2024-12,Idaho Falls,Idaho,United States,287.52,Cash,Direct Visit,New Customer,Wednesday,18:30
Ronald Butler,terrytaylor@example.net,Product,2024-07-06,2024-07,Montreal,Quebec,Canada,524.95,Cash,Instagram,New Customer,Monday,14:00
Jason Rogers,mitchelleric@example.net,Event,2024-12-19,2024-12,Toronto,Ontario,Canada,511.97,Cash,Instagram,New Customer,Thursday,15:00
Kathy Smith,dfrazier@example.net,Event,2024-04-19,2024-04,Kansas City,Missouri,United States,778.56,Bank Transfer,Referral,Returning Customer,Sunday,15:00
Kenneth Torres,rodneymoore@example.org,Portrait,2024-12-24,2024-12,Cambridge,Massachusetts,United States,407.59,Credit Card,Instagram,New Customer,Thursday,16:30
Beth Lewis,robinsonisaiah@example.net,Wedding,2024-10-15,2024-10,Los Angeles,California,United States,2742.79,Apple Pay,Instagram,New Customer,Saturday,19:00
Angela Schwartz,pedwards@example.com,Portrait,2025-03-31,2025-03,Buffalo,New York,United States,256.61,PayPal,Facebook,Business Client,Monday,13:00
Robert Lucas,josephgarcia@example.com,Product,2025-02-04,2025-02,Idaho Falls,Idaho,United States,172.52,Apple Pay,Referral,Occasional Buyer,Tuesday,10:00
Alyssa Campbell,jonescarla@example.com,Real Estate,2024-11-14,2024-11,Toronto,Ontario,Canada,612.35,Credit Card,Referral,New Customer,Monday,13:30
Timothy Allen,davilaannette@example.net,Product,2024-06-15,2024-06,Miami,Florida,United States,378.98,PayPal,Direct Visit,Returning Customer,Wednesday,10:00
Mr. Brandon Parker,karen68@example.org,Portrait,2025-04-04,2025-04,San Diego,California,United States,194.56,Credit Card,Direct Visit,Business Client,Friday,13:00
Henry Anderson,riverapeggy@example.net,Wedding,2024-08-01,2024-08,New York City,New York,United States,2841.1,Credit Card,Direct Visit,New Customer,Saturday,19:00
Brittany Matthews,cwoods@example.com,Wedding,2024-05-14,2024-05,Little Rock,Arkansas,United States,1622.73,Credit Card,Instagram,New Customer,Sunday,17:00
Angela Garrett,nicoleaguirre@example.net,Wedding,2024-06-06,2024-06,Boise,Idaho,United States,2440.83,Cash,Email Campaign,New Customer,Saturday,17:00
Wendy Mason,seth25@example.com,Portrait,2024-05-29,2024-05,Ottawa,Ontario,Canada,371.75,Credit Card,Facebook,Returning Customer,Tuesday,16:30
Jessica Macdonald,nallen@example.net,Wedding,2024-08-17,2024-08,Boise,Idaho,United States,2527.81,Bank Transfer,Instagram,Returning Customer,Saturday,17:00
Mark Jimenez,thomasmonica@example.net,Stock Photo License,2024-05-05,2024-05,Toronto,Ontario,Canada,51.23,PayPal,Facebook,Returning Customer,Friday,17:00
Stephanie Porter,sedwards@example.org,Wedding,2025-02-19,2025-02,San Francisco,California,United States,2361.92,Apple Pay,Email Campaign,New Customer,Saturday,11:00
Heather Jones,escott@example.com,Portrait,2024-05-02,2024-05,Springfield,Illinois,United States,302.42,Credit Card,Direct Visit,Business Client,Monday,16:30
Thomas Case,swilliams@example.com,Wedding,2025-01-12,2025-01,Boise,Idaho,United States,1913.6,Apple Pay,Facebook,Business Client,Friday,14:00
Melanie Alexander,nathaniel68@example.com,Wedding,2024-09-04,2024-09,Cambridge,Massachusetts,United States,2556.52,PayPal,Referral,New Customer,Saturday,14:00
Melanie Oliver,figueroajohn@example.net,Event,2024-07-13,2024-07,Idaho Falls,Idaho,United States,833.91,Cash,Referral,New Customer,Friday,15:00
Donna Moore,onash@example.com,Wedding,2024-04-10,2024-04,Buffalo,New York,United States,1804.48,Credit Card,Facebook,New Customer,Saturday,14:00
Hannah Mcdonald,lrodriguez@example.net,Portrait,2025-02-21,2025-02,Fredericton,New Brunswick,Canada,233.89,Cash,Facebook,Business Client,Wednesday,13:00
Jennifer Hamilton,umurphy@example.com,Product,2024-05-17,2024-05,Boston,Massachusetts,United States,908.05,Cash,Email Campaign,New Customer,Tuesday,10:00
Dr. John Ramirez,gardnerstacy@example.org,Event,2025-04-07,2025-04,Buffalo,New York,United States,1381.51,PayPal,Instagram,New Customer,Thursday,12:00
Andre Burke,zbrown@example.com,Event,2024-11-28,2024-11,Toronto,Ontario,Canada,1220.3,Bank Transfer,Email Campaign,Returning Customer,Sunday,15:00
Cindy Lewis,cisnerosgabriela@example.com,Product,2025-01-21,2025-01,San Diego,California,United States,442.01,Apple Pay,Facebook,Business Client,Thursday,12:00
Charles Hill,evansjennifer@example.com,Portrait,2024-07-09,2024-07,Spokane,Washington,United States,274.16,Apple Pay,Direct Visit,Returning Customer,Friday,10:00
Debbie Rivas,jacobsonroy@example.com,Portrait,2024-10-17,2024-10,Seattle,Washington,United States,199.9,Bank Transfer,Referral,Returning Customer,Friday,10:00
Jason Alvarez,tammykim@example.net,Portrait,2024-06-07,2024-06,Springfield,Illinois,United States,302.13,Cash,Direct Visit,New Customer,Thursday,13:00
Kristina English,christiancontreras@example.net,Portrait,2024-11-02,2024-11,Idaho Falls,Idaho,United States,239.09,Cash,Referral,New Customer,Tuesday,10:00
Samantha Navarro,alexis72@example.com,Wedding,2024-05-30,2024-05,Boston,Massachusetts,United States,3484.18,Bank Transfer,Email Campaign,New Customer,Friday,11:00
Wayne Russell,mcneilsherry@example.org,Wedding,2025-02-18,2025-02,Halifax,Nova Scotia,Canada,1998.02,Credit Card,Direct Visit,Business Client,Friday,19:00
Laura Johnson,robertpayne@example.org,Wedding,2024-11-26,2024-11,Ottawa,Ontario,Canada,2523.22,Credit Card,Google Search,New Customer,Friday,11:00
Daniel Lee,woodmichael@example.com,Event,2024-11-13,2024-11,Seattle,Washington,United States,515.5,Bank Transfer,Email Campaign,Returning Customer,Friday,12:00
Sharon Lyons,wgutierrez@example.com,Event,2025-03-02,2025-03,Quebec City,Quebec,Canada,708.71,Bank Transfer,Google Search,New Customer,Thursday,12:00
William Rogers,stephenbrooks@example.net,Product,2025-02-05,2025-02,Idaho Falls,Idaho,United States,569.3,Bank Transfer,Facebook,Returning Customer,Tuesday,10:00
Jane Bruce,swalters@example.net,Wedding,2024-11-11,2024-11,Spokane,Washington,United States,1982.81,Credit Card,Facebook,New Customer,Saturday,14:00
Annette Miller,davisallen@example.com,Event,2025-03-17,2025-03,Kansas City,Missouri,United States,280.04,Credit Card,Direct Visit,New Customer,Friday,19:00
Loretta Gardner,zgordon@example.org,Wedding,2024-05-15,2024-05,Tampa,Florida,United States,2733.25,Bank Transfer,Direct Visit,Returning Customer,Saturday,17:00
Christy Frank,ewilson@example.org,Wedding,2024-12-08,2024-12,Buffalo,New York,United States,3397.98,PayPal,Instagram,Occasional Buyer,Sunday,11:00
Julie Odonnell,xsmith@example.org,Wedding,2024-08-14,2024-08,Fredericton,New Brunswick,Canada,1958.09,Cash,Direct Visit,Returning Customer,Saturday,17:00
Matthew Parker,anunez@example.com,Product,2024-10-10,2024-10,Little Rock,Arkansas,United States,399.67,Credit Card,Instagram,New Customer,Thursday,14:00
