Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment
Jeffery Taylor,nwilson@example.com,Event,2024-12-18,2024-12,Halifax,Nova Scotia,Canada,685.4,Cash,Facebook,Business Client
Thomas Allen,chapmanjeremy@example.net,Portrait,2024-08-14,2024-08,Little Rock,Arkansas,United States,271.71,Apple Pay,Direct Visit,Returning Customer
Kimberly Williams,marksjohn@example.org,Portrait,2025-01-08,2025-01,Tampa,Florida,United States,217.3,Cash,Google Search,New Customer
Christopher Williams,carrie34@example.org,Event,2024-05-06,2024-05,Buffalo,New York,United States,448.72,PayPal,Facebook,New Customer
Bryan Jones,shawna37@example.net,Product,2024-11-15,2024-11,Kansas City,Missouri,United States,282.91,Apple Pay,Facebook,New Customer
Thomas Robinson,shelly84@example.net,Portrait,2025-01-02,2025-01,Winnipeg,Manitoba,Canada,180.12,PayPal,Direct Visit,New Customer
Emma Weaver,brownrachel@example.net,Portrait,2024-07-06,2024-07,Austin,Texas,United States,191.89,Bank Transfer,Google Search,Returning Customer
Mr. Thomas Skinner,kevintran@example.org,Wedding,2025-03-21,2025-03,Boston,Massachusetts,United States,3393.26,Credit Card,Google Search,Returning Customer
Brenda Spence,dsantos@example.org,Portrait,2024-08-22,2024-08,Seattle,Washington,United States,336.38,Cash,Facebook,Occasional Buyer
Debra Chapman,margaret10@example.com,Event,2024-04-15,2024-04,Vancouver,British Columbia,Canada,404.35,Credit Card,Email Campaign,Occasional Buyer
Albert Reyes,nwilliams@example.com,Wedding,2025-02-14,2025-02,Buffalo,New York,United States,2241.37,PayPal,Google Search,Returning Customer
Anthony Torres,sharon95@example.com,Portrait,2024-06-14,2024-06,Chicago,Illinois,United States,225.34,Cash,Email Campaign,Business Client
Nicole Peterson,yglenn@example.net,Wedding,2025-01-29,2025-01,Austin,Texas,United States,2407.34,PayPal,Google Search,New Customer
Renee Tran,michele87@example.com,Event,2025-03-13,2025-03,Halifax,Nova Scotia,Canada,778.38,Credit Card,Google Search,Returning Customer
Kelly Martin,pmcdonald@example.org,Portrait,2024-11-03,2024-11,Quebec City,Quebec,Canada,264.42,Cash,Referral,New Customer
Michael Hill,kelseyphillips@example.net,Portrait,2025-03-06,2025-03,Spokane,Washington,United States,284.58,Bank Transfer,Direct Visit,Business Client
Heidi Hopkins,martinezashley@example.com,Event,2024-08-30,2024-08,Boise,Idaho,United States,871.53,Bank Transfer,Instagram,New Customer
Jill Smith,owenstammy@example.com,Product,2025-02-07,2025-02,New York City,New York,United States,340.6,Apple Pay,Instagram,Returning Customer
Jennifer Riley,hillcheryl@example.com,Portrait,2024-11-27,2024-11,Miami,Florida,United States,332.9,PayPal,Instagram,Returning Customer
David Buchanan,misty23@example.net,Portrait,2025-03-22,2025-03,New York City,New York,United States,403.56,Credit Card,Facebook,Occasional Buyer
Mary Hall,lopezwilliam@example.com,Portrait,2024-06-10,2024-06,St. Louis,Missouri,United States,157.94,Bank Transfer,Google Search,New Customer
Mitchell Brown,theresa05@example.net,Portrait,2024-11-06,2024-11,Montreal,Quebec,Canada,220.36,Credit Card,Facebook,Returning Customer
Hannah Jones,ewilson@example.org,Real Estate,2024-12-26,2024-12,Springfield,Illinois,United States,338.76,PayPal,Google Search,Occasional Buyer
Sandra Becker,maynancy@example.org,Event,2024-06-21,2024-06,Quebec City,Quebec,Canada,520.22,Bank Transfer,Email Campaign,New Customer
Heather Hester,thomas49@example.org,Wedding,2024-04-17,2024-04,Little Rock,Arkansas,United States,1497.19,Bank Transfer,Google Search,New Customer
Timothy Buck,rodriguezjason@example.com,Portrait,2024-06-05,2024-06,Seattle,Washington,United States,380.0,PayPal,Instagram,Business Client
Katie Perkins,shelby69@example.org,Portrait,2024-10-11,2024-10,Calgary,Alberta,Canada,342.1,PayPal,Facebook,Returning Customer
Phillip Banks,benjaminvictoria@example.net,Event,2024-12-04,2024-12,Boise,Idaho,United States,936.1,Apple Pay,Facebook,Business Client
Kimberly Barnes,abbottallison@example.org,Event,2024-10-09,2024-10,Buffalo,New York,United States,720.52,Apple Pay,Google Search,Business Client
Kelly Stewart,marycarter@example.org,Real Estate,2024-11-16,2024-11,Springfield,Illinois,United States,296.79,Bank Transfer,Facebook,New Customer
Vanessa Hall,kaitlin13@example.com,Real Estate,2024-08-06,2024-08,Vancouver,British Columbia,Canada,123.54,Bank Transfer,Google Search,Occasional Buyer
Heidi Bell,melendezdenise@example.net,Portrait,2025-01-01,2025-01,Austin,Texas,United States,273.88,Bank Transfer,Facebook,New Customer
Crystal Carey,sarasanchez@example.com,Portrait,2024-07-01,2024-07,Fredericton,New Brunswick,Canada,227.36,Cash,Direct Visit,Returning Customer
Lisa Flynn,lee16@example.com,Portrait,2024-12-10,2024-12,Ottawa,Ontario,Canada,461.66,Apple Pay,Email Campaign,Business Client
Johnny Keith,rachelwalter@example.org,Stock Photo License,2024-10-09,2024-10,Austin,Texas,United States,70.18,PayPal,Direct Visit,Returning Customer
Ralph Dawson,inewton@example.org,Portrait,2024-06-08,2024-06,Chicago,Illinois,United States,375.08,Credit Card,Email Campaign,New Customer
Christopher Jones,wstrong@example.org,Event,2025-02-07,2025-02,Boston,Massachusetts,United States,474.31,Credit Card,Instagram,Returning Customer
Michelle Wilson,brittany91@example.net,Real Estate,2024-09-02,2024-09,Seattle,Washington,United States,567.46,Cash,Facebook,New Customer
Heather Cole,vmccoy@example.com,Portrait,2024-04-24,2024-04,Dallas,Texas,United States,311.9,Apple Pay,Email Campaign,Occasional Buyer
Chad White,hernandezalan@example.net,Real Estate,2024-07-22,2024-07,Fredericton,New Brunswick,Canada,405.64,Cash,Email Campaign,Business Client
Jamie Gonzales,shirley13@example.com,Event,2024-08-21,2024-08,Buffalo,New York,United States,816.73,Cash,Direct Visit,Occasional Buyer
Joseph Fox,ymitchell@example.com,Wedding,2024-10-05,2024-10,Kansas City,Missouri,United States,1689.5,Cash,Email Campaign,New Customer
Amanda Landry,russellramirez@example.net,Stock Photo License,2025-01-10,2025-01,Quebec City,Quebec,Canada,53.28,Cash,Email Campaign,New Customer
Christopher Roberts,kgonzales@example.com,Event,2024-08-01,2024-08,San Francisco,California,United States,760.14,Credit Card,Email Campaign,New Customer
Larry Rodriguez,elizabeththomas@example.org,Wedding,2025-03-17,2025-03,Toronto,Ontario,Canada,2401.6,PayPal,Instagram,New Customer
Caroline George,moyeramber@example.org,Portrait,2024-10-27,2024-10,Toronto,Ontario,Canada,362.1,Credit Card,Direct Visit,New Customer
Allison Harris,hdennis@example.org,Product,2024-04-10,2024-04,Winnipeg,Manitoba,Canada,400.04,Bank Transfer,Direct Visit,Business Client
Brian Mccarthy,wallaceryan@example.com,Event,2025-02-06,2025-02,Cambridge,Massachusetts,United States,927.65,Apple Pay,Direct Visit,Returning Customer
Donald Barnett,linda31@example.com,Wedding,2024-05-09,2024-05,Winnipeg,Manitoba,Canada,1816.7,PayPal,Google Search,New Customer
Jesse Moss,mannleroy@example.org,Event,2024-06-04,2024-06,San Francisco,California,United States,779.77,PayPal,Instagram,Business Client
Rebecca Stewart,averycourtney@example.org,Portrait,2024-09-13,2024-09,Winnipeg,Manitoba,Canada,155.8,Credit Card,Google Search,New Customer
Tony Nunez,theodore72@example.net,Wedding,2024-05-28,2024-05,Little Rock,Arkansas,United States,1772.83,Credit Card,Direct Visit,New Customer
Mark Davis,aaronjones@example.net,Wedding,2024-10-06,2024-10,Fredericton,New Brunswick,Canada,2545.15,Credit Card,Direct Visit,New Customer
Amanda Watts,pwelch@example.net,Portrait,2024-11-17,2024-11,Boston,Massachusetts,United States,224.98,PayPal,Google Search,New Customer
Tiffany Humphrey,nancycontreras@example.com,Event,2024-08-13,2024-08,Seattle,Washington,United States,741.01,Cash,Facebook,New Customer
Howard Castillo,robinsonsydney@example.com,Portrait,2025-01-24,2025-01,Austin,Texas,United States,350.1,Credit Card,Facebook,Business Client
David Coleman,stevenflores@example.org,Wedding,2024-09-08,2024-09,Winnipeg,Manitoba,Canada,2224.23,Cash,Instagram,New Customer
Carl Khan,rburke@example.org,Event,2024-08-13,2024-08,Calgary,Alberta,Canada,574.15,Cash,Instagram,Business Client
Daniel Rosales,xbrown@example.com,Real Estate,2024-04-18,2024-04,Orlando,Florida,United States,140.43,Apple Pay,Direct Visit,Returning Customer
James Ramos,dgreen@example.com,Wedding,2024-07-12,2024-07,Tampa,Florida,United States,2764.6,Apple Pay,Facebook,Returning Customer
Mark Williams,kortiz@example.org,Event,2024-10-02,2024-10,Vancouver,British Columbia,Canada,575.86,Credit Card,Email Campaign,New Customer
Ashley Donaldson,david80@example.net,Real Estate,2024-10-21,2024-10,Austin,Texas,United States,333.32,Apple Pay,Google Search,Business Client
Richard Cook,katie81@example.net,Portrait,2024-04-15,2024-04,Cambridge,Massachusetts,United States,248.56,Apple Pay,Facebook,New Customer
Joseph Galloway,oheath@example.com,Portrait,2024-04-26,2024-04,Miami,Florida,United States,362.26,Apple Pay,Direct Visit,New Customer
Erin Lewis,shelbyjohnson@example.org,Portrait,2025-01-26,2025-01,Tampa,Florida,United States,162.31,PayPal,Email Campaign,Returning Customer
Kathryn Moody,moorekevin@example.org,Portrait,2025-01-09,2025-01,Los Angeles,California,United States,245.62,PayPal,Email Campaign,Business Client
Amanda Brady,irios@example.net,Wedding,2024-11-25,2024-11,Austin,Texas,United States,2014.42,Cash,Email Campaign,New Customer
Angela Wagner,vsmith@example.net,Event,2025-02-22,2025-02,Albany,New York,United States,411.23,PayPal,Google Search,New Customer
Noah Sparks,marievillarreal@example.com,Portrait,2024-11-15,2024-11,Boise,Idaho,United States,141.75,Cash,Facebook,New Customer
Elizabeth Stevens,bakerdiana@example.com,Real Estate,2024-09-10,2024-09,Halifax,Nova Scotia,Canada,341.55,Apple Pay,Facebook,New Customer
Daniel Russell,timothy88@example.org,Portrait,2024-08-23,2024-08,Boise,Idaho,United States,318.64,Credit Card,Email Campaign,New Customer
Monica Bean PhD,chavezbecky@example.org,Portrait,2024-08-25,2024-08,Little Rock,Arkansas,United States,215.4,Apple Pay,Google Search,New Customer
Jacob Hart,martin11@example.net,Portrait,2024-08-31,2024-08,Cambridge,Massachusetts,United States,431.75,PayPal,Direct Visit,Occasional Buyer
Katherine Wright,richardmassey@example.net,Product,2024-06-08,2024-06,Austin,Texas,United States,650.52,Credit Card,Direct Visit,Returning Customer
Crystal Saunders,robert52@example.org,Product,2024-12-28,2024-12,Little Rock,Arkansas,United States,658.06,Apple Pay,Facebook,Returning Customer
Jennifer Smith,karinorton@example.net,Event,2024-08-03,2024-08,Chicago,Illinois,United States,970.21,Bank Transfer,Email Campaign,Business Client
Cynthia Murray,vrobertson@example.net,Wedding,2024-10-07,2024-10,Cambridge,Massachusetts,United States,3386.54,Apple Pay,Direct Visit,Business Client
Michael Bennett,martinkaitlin@example.org,Real Estate,2024-05-07,2024-05,St. Louis,Missouri,United States,491.56,Credit Card,Email Campaign,Business Client
Ashley Mcclure,zjackson@example.net,Event,2024-06-19,2024-06,Winnipeg,Manitoba,Canada,806.0,Cash,Direct Visit,New Customer
Kimberly Ross,david44@example.net,Stock Photo License,2024-10-03,2024-10,Halifax,Nova Scotia,Canada,53.41,PayPal,Referral,Business Client
Kristy Martin,alexandra39@example.net,Wedding,2024-08-03,2024-08,Halifax,Nova Scotia,Canada,2087.33,Credit Card,Referral,New Customer
Kaitlyn Clark,sara22@example.net,Portrait,2024-08-21,2024-08,St. Louis,Missouri,United States,277.41,Cash,Direct Visit,New Customer
Evan White,ajones@example.com,Event,2024-12-25,2024-12,Vancouver,British Columbia,Canada,391.39,PayPal,Email Campaign,Business Client
Brandon Ellis,browntaylor@example.org,Product,2024-12-20,2024-12,Boise,Idaho,United States,250.55,Apple Pay,Direct Visit,New Customer
Sophia Cooper,reillyjoshua@example.com,Portrait,2024-05-02,2024-05,Montreal,Quebec,Canada,386.06,PayPal,Email Campaign,New Customer
Marcus Powell,ann31@example.net,Stock Photo License,2024-11-07,2024-11,Chicago,Illinois,United States,43.77,Cash,Referral,New Customer
Diana Baker,martinezalexa@example.net,Portrait,2024-06-02,2024-06,Little Rock,Arkansas,United States,267.61,Bank Transfer,Referral,Business Client
Raymond Vargas,tammy97@example.org,Event,2025-01-13,2025-01,Fredericton,New Brunswick,Canada,629.18,Credit Card,Facebook,New Customer
Virginia Davis,douglasalvarez@example.org,Wedding,2024-06-08,2024-06,Vancouver,British Columbia,Canada,2252.27,Apple Pay,Google Search,Returning Customer
Amy Hunt,ecoleman@example.com,Stock Photo License,2024-08-04,2024-08,Kansas City,Missouri,United States,59.25,Apple Pay,Referral,Business Client
Cynthia Long,wmccarthy@example.com,Portrait,2024-07-27,2024-07,San Francisco,California,United States,330.78,Apple Pay,Google Search,New Customer
Blake Jacobs,stephaniedougherty@example.com,Wedding,2025-02-08,2025-02,Miami,Florida,United States,2384.7,PayPal,Referral,Business Client
Kristina Henry,gina86@example.net,Stock Photo License,2024-12-24,2024-12,Kansas City,Missouri,United States,54.29,Credit Card,Email Campaign,New Customer
Jacob Owens,jessica39@example.net,Wedding,2024-08-13,2024-08,San Francisco,California,United States,1963.13,Bank Transfer,Referral,New Customer
Cheryl Brooks,gonzalezmichael@example.org,Wedding,2025-02-22,2025-02,Seattle,Washington,United States,1926.61,Apple Pay,Email Campaign,New Customer
Brandon Wood,wesley09@example.com,Wedding,2024-04-10,2024-04,Ottawa,Ontario,Canada,2711.64,Bank Transfer,Facebook,New Customer
John Williams,joshua09@example.org,Event,2024-04-20,2024-04,Winnipeg,Manitoba,Canada,812.28,Bank Transfer,Instagram,Business Client
Yolanda Chen,vthompson@example.net,Event,2025-02-17,2025-02,Vancouver,British Columbia,Canada,658.39,PayPal,Google Search,Returning Customer
Amanda Johnson,janicethompson@example.org,Portrait,2025-01-07,2025-01,Little Rock,Arkansas,United States,238.78,PayPal,Google Search,New Customer
Barbara Ramos,edwardsmichaela@example.com,Product,2024-05-08,2024-05,Chicago,Illinois,United States,524.94,Bank Transfer,Email Campaign,Business Client
Lucas Smith,rachael29@example.net,Wedding,2025-04-02,2025-04,New York City,New York,United States,3425.39,Credit Card,Instagram,Business Client
Teresa Powell,brownmandy@example.net,Wedding,2025-03-19,2025-03,San Diego,California,United States,2991.3,Bank Transfer,Google Search,Business Client
Christopher Williams,haleyortiz@example.net,Event,2024-05-31,2024-05,Seattle,Washington,United States,606.53,PayPal,Instagram,Returning Customer
April Hill,david79@example.net,Portrait,2025-01-06,2025-01,Cambridge,Massachusetts,United States,309.06,Cash,Instagram,Business Client
Anita Hardin,jessicalopez@example.net,Product,2024-05-09,2024-05,St. Louis,Missouri,United States,568.36,Bank Transfer,Google Search,Returning Customer
Christopher Smith,steven34@example.net,Portrait,2024-11-23,2024-11,Seattle,Washington,United States,266.03,PayPal,Google Search,Returning Customer
Cheryl Campos,lancegray@example.com,Wedding,2024-11-29,2024-11,Boston,Massachusetts,United States,3161.21,PayPal,Email Campaign,Returning Customer
Ethan Perez,joshuagonzalez@example.com,Wedding,2024-06-12,2024-06,Seattle,Washington,United States,3153.8,PayPal,Direct Visit,New Customer
Brandon Kelly,michael87@example.net,Product,2024-07-11,2024-07,Buffalo,New York,United States,642.65,Apple Pay,Facebook,New Customer
Travis Richards,amandaclark@example.net,Real Estate,2024-12-15,2024-12,New York City,New York,United States,425.62,Credit Card,Facebook,New Customer
Melanie Roberts,holly88@example.net,Wedding,2024-09-13,2024-09,Spokane,Washington,United States,2045.87,Apple Pay,Direct Visit,Returning Customer
Raymond Scott,hgreen@example.net,Wedding,2025-01-23,2025-01,Fredericton,New Brunswick,Canada,1474.01,Cash,Facebook,Business Client
Charles Willis,anne90@example.com,Wedding,2024-12-04,2024-12,St. Louis,Missouri,United States,2340.85,PayPal,Referral,New Customer
Sheila Smith,valvarez@example.net,Wedding,2024-12-20,2024-12,Idaho Falls,Idaho,United States,2386.69,PayPal,Facebook,Business Client
Hunter Martin,karengonzales@example.net,Portrait,2025-03-04,2025-03,Dallas,Texas,United States,337.66,Cash,Google Search,New Customer
Jessica Ross,johnnybrooks@example.com,Portrait,2024-09-22,2024-09,Little Rock,Arkansas,United States,182.49,Bank Transfer,Google Search,Returning Customer
Andrew Hickman,kathrynsantana@example.net,Portrait,2024-10-01,2024-10,Orlando,Florida,United States,194.42,Cash,Email Campaign,New Customer
Derrick Ray,martingarrett@example.com,Stock Photo License,2024-05-17,2024-05,Winnipeg,Manitoba,Canada,34.99,Cash,Email Campaign,Business Client
Terri Gonzalez,davidcook@example.org,Wedding,2025-02-26,2025-02,San Diego,California,United States,2737.13,Credit Card,Google Search,Business Client
Ralph Solis,dfoster@example.org,Product,2025-03-29,2025-03,Cambridge,Massachusetts,United States,806.89,Apple Pay,Facebook,New Customer
Christopher Parker,joelharris@example.org,Portrait,2024-12-05,2024-12,Springfield,Illinois,United States,159.27,Bank Transfer,Google Search,Returning Customer
Justin Rowe,woodsmelvin@example.com,Stock Photo License,2024-12-29,2024-12,Fredericton,New Brunswick,Canada,44.4,Apple Pay,Email Campaign,New Customer
Daniel Kennedy,tguerra@example.org,Wedding,2024-10-26,2024-10,Little Rock,Arkansas,United States,1687.61,Credit Card,Instagram,Business Client
Carl Hines,ricardomurphy@example.com,Wedding,2025-01-12,2025-01,Boston,Massachusetts,United States,2926.09,Bank Transfer,Referral,New Customer
